1,-1,0,1016,1196
2,1,1,509,1276
3,1,0,569,1097
4,1,1,572,944
5,0,1,732,1270
6,1,1,605,982
7,1,0,640,659
8,1,0,499,759
9,0,0,484,1650
10,0,0,437,1029
11,0,1,520,970
12,0,1,549,1010
13,0,0,1431,960
14,0,1,522,908
15,0,0,556,1122
16,0,1,586,620
17,0,0,776,820
18,1,1,530,1019
19,1,1,399,940
20,1,1,415,698
21,1,1,468,952
22,1,1,425,689
23,0,1,463,709
24,0,0,420,681
25,1,1,673,643
26,1,0,545,817
27,1,1,650,819
28,1,0,540,1323
29,1,1,469,912
30,0,0,679,850
31,1,0,431,866
32,0,0,435,580
33,0,0,739,1025
34,1,1,919,548
35,1,1,480,472
36,1,1,572,407
37,0,0,838,566
38,0,0,529,431
39,1,0,353,326
40,1,0,367,328
41,1,0,440,350
42,0,0,361,1069
43,0,1,554,1821
44,1,1,478,491
45,0,1,543,740
46,0,1,762,900
47,0,0,409,342
48,1,0,302,925
49,1,1,497,1046
50,0,0,438,708
51,1,0,456,1491
52,0,0,393,932
53,0,1,477,634
54,0,1,445,409
55,1,0,620,455
56,0,0,366,662
57,0,0,387,991
58,1,0,650,788
59,0,1,678,962
60,1,0,461,721
61,1,0,377,730
62,1,0,420,1206
63,0,1,541,689
64,1,1,516,1877
65,1,0,498,971
66,0,0,386,700
67,0,1,503,693
68,0,1,508,1012
69,0,1,440,953
70,1,0,436,462
71,0,0,403,1073
72,1,0,433,1127
73,0,0,473,1066
74,0,1,412,764
75,1,1,514,883
76,1,1,557,720
77,1,1,734,613
78,0,0,487,529
79,1,1,710,873
80,1,0,444,642
81,0,0,428,707
82,1,1,636,504
83,1,0,484,690
84,0,1,576,615
85,1,0,392,521
86,1,1,534,747
87,0,1,459,741
88,1,1,420,674
89,1,0,422,501
90,0,1,511,470
91,0,1,460,630
92,0,1,471,850
93,1,1,560,583
94,1,0,460,1281
95,0,0,431,873
96,1,0,396,1314
97,1,1,493,684
98,0,1,467,650
99,1,1,493,800
100,1,1,558,629
101,0,0,479,1208
102,1,1,565,643
103,1,0,457,724
104,1,1,562,754
105,1,1,501,933
106,1,1,423,593
107,1,1,406,513
108,1,1,448,770
109,0,0,459,712
110,1,0,524,866
111,1,1,472,874
112,1,1,493,724
113,1,0,485,681
114,1,0,407,903
115,0,1,452,932
116,1,1,525,592
117,1,1,483,662
118,1,1,481,673
119,1,0,469,964
120,1,1,470,693
121,0,1,493,764
122,1,1,455,799
123,1,0,489,907
124,1,1,536,998
