1,-1,0,1120,1201
2,1,0,656,1435
3,0,0,612,807
4,1,1,830,1321
5,0,0,650,1210
6,0,1,670,1277
7,0,0,860,1110
8,0,1,670,888
9,1,0,889,1367
10,0,1,800,990
11,0,1,859,930
12,1,0,730,1522
13,0,1,1038,966
14,1,1,780,1460
15,1,0,772,877
16,1,1,680,1020
17,1,0,850,840
18,1,0,710,1288
19,0,0,830,1371
20,1,1,880,1180
21,0,1,702,976
22,0,1,539,1360
23,1,1,617,780
24,0,1,820,960
25,1,0,1196,866
26,1,1,690,927
27,1,0,690,677
28,1,0,570,676
29,1,1,600,678
30,1,1,816,1210
31,0,0,627,807
32,1,1,1030,862
33,0,0,690,920
34,1,1,1230,1140
35,0,1,700,1400
36,1,0,813,1092
37,1,1,1160,830
38,0,1,1051,1070
39,1,1,740,894
40,0,0,960,1290
41,0,1,671,1157
42,1,1,703,1410
43,0,0,647,1189
44,1,0,880,1181
45,1,0,737,791
46,0,0,421,1100
47,0,0,785,1176
48,1,1,550,890
49,0,1,600,850
50,1,1,687,1204
51,0,0,510,810
52,1,0,560,1030
53,1,0,530,840
54,1,0,820,947
55,0,0,674,870
56,1,0,668,1364
57,0,0,557,890
58,0,0,470,847
59,0,1,546,1160
60,0,1,630,890
61,0,1,610,800
62,0,1,796,796
63,0,1,610,1150
64,0,1,720,830
65,1,1,596,807
66,0,0,680,957
67,1,0,606,730
68,0,0,572,780
69,1,1,1020,877
70,0,1,730,730
71,1,1,480,960
72,0,0,1010,701
73,1,1,850,1040
74,1,1,630,1021
75,1,1,730,921
76,0,1,690,746
77,1,1,732,1019
78,1,1,690,987
79,0,1,780,1341
80,1,0,410,934
81,0,1,603,990
82,1,1,640,932
83,0,1,722,1126
84,1,1,800,700
85,1,1,850,780
86,0,1,750,780
87,1,1,568,857
88,0,1,688,980
89,0,1,520,681
90,1,1,627,786
91,1,1,750,840
92,0,1,480,601
93,0,1,570,1007
94,1,1,690,939
95,1,1,940,649
96,0,1,680,647
97,0,1,720,959
98,0,1,917,767
99,1,1,526,767
100,1,1,490,767
101,0,1,550,900
102,0,1,810,950
103,0,1,830,740
104,1,1,870,716
105,1,1,772,707
106,1,1,810,1110
107,0,0,640,777
108,1,1,547,900
109,1,0,570,807
110,0,0,652,657
111,1,0,477,646
112,1,0,810,618
113,1,0,790,1187
114,1,1,580,747
115,1,1,617,630
116,1,1,626,797
117,1,0,777,1028
118,1,0,829,730
119,1,1,822,817
120,1,0,687,944
121,0,1,890,857
122,1,1,890,1892
123,1,1,492,630
124,1,1,782,1450
125,0,1,710,860
