1,-1,1,744,835
2,0,0,710,931
3,0,1,602,1181
4,0,0,780,1209
5,0,1,703,1845
6,1,1,646,1248
7,0,1,594,1397
8,0,0,786,577
9,1,0,458,1037
10,0,1,561,813
11,1,1,498,645
12,1,1,483,777
13,0,1,508,536
14,1,0,543,962
15,1,0,560,601
16,0,1,499,1165
17,0,0,755,1159
18,0,1,641,794
19,1,1,406,719
20,0,0,630,889
21,0,1,593,734
22,1,1,495,722
23,0,1,525,1228
24,1,0,861,1304
25,1,1,505,648
26,1,0,563,818
27,1,1,497,687
28,1,0,602,771
29,1,0,539,820
30,0,1,510,900
31,0,0,671,486
32,1,0,532,865
33,1,1,509,723
34,1,1,505,648
35,1,1,547,794
36,1,1,636,825
37,0,1,474,749
38,0,1,501,675
39,1,0,630,1099
40,1,0,594,952
41,1,1,580,769
42,1,1,495,603
43,0,1,484,700
44,0,0,714,628
45,1,1,518,568
46,0,1,514,1122
47,0,1,540,965
48,1,1,564,1036
49,0,1,530,935
50,1,1,420,620
51,1,0,628,577
52,0,0,532,784
53,0,0,626,838
54,1,0,722,605
55,0,0,654,936
56,0,0,729,642
57,0,0,784,1348
58,0,0,643,933
59,1,1,600,659
60,1,0,619,1015
61,1,0,709,660
62,1,0,524,607
63,1,0,540,1104
64,0,1,722,710
65,0,1,618,1172
66,1,1,564,630
67,1,1,693,727
68,1,1,519,1001
69,0,1,617,685
70,0,0,716,652
71,1,0,587,991
72,0,0,521,878
73,1,1,555,1082
74,0,0,814,752
75,1,1,718,1121
76,0,0,765,734
77,1,1,806,712
78,0,1,714,919
79,0,0,1085,793
80,0,1,609,898
81,1,1,586,1164
82,0,0,765,488
83,1,0,597,1170
84,1,1,554,1258
85,0,1,600,751
86,1,0,534,1083
87,0,0,511,970
88,1,1,497,583
89,0,0,712,724
90,1,0,529,526
91,1,0,528,625
92,1,0,525,569
93,0,1,660,661
94,1,1,608,643
95,0,1,577,646
96,1,1,513,1054
97,0,1,578,1367
98,1,0,763,553
99,1,0,577,631
100,1,1,667,694
101,1,0,586,1162
102,0,1,639,912
103,1,1,536,882
104,0,1,569,637
105,1,0,613,1134
106,1,0,600,910
107,1,0,742,1042
108,0,1,681,767
109,1,1,632,626
110,0,0,744,624
111,1,1,447,1130
112,0,0,602,724
113,0,1,614,541
114,1,0,524,1103
115,0,1,579,890
116,1,0,645,907
117,0,1,644,1253
118,0,1,573,1030
119,1,0,707,1035
120,1,1,739,1329
121,0,0,690,1014
122,1,0,596,641
123,0,1,481,803
124,1,1,512,935
125,0,1,534,1197
