1,-1,0,632,473
2,1,1,753,457
3,0,0,513,800
4,0,0,396,765
5,1,0,349,390
6,1,1,489,796
7,1,1,791,1123
8,0,1,1187,1436
9,0,1,493,781
10,1,0,955,757
11,1,0,1096,1193
12,1,1,1821,920
13,1,1,813,1306
14,0,1,671,1003
15,1,1,842,747
16,0,0,782,956
17,0,0,633,1589
18,0,1,595,943
19,0,0,457,505
20,0,0,436,653
21,1,0,400,1005
22,0,0,519,953
23,0,0,684,483
24,1,1,331,752
25,0,1,955,1071
26,1,0,583,1279
27,1,1,405,1089
28,1,0,675,977
29,1,1,506,745
30,0,1,686,766
31,0,1,480,676
32,0,0,266,468
33,0,0,969,500
34,0,0,357,453
35,1,0,487,859
36,0,0,361,942
37,0,1,323,962
38,0,0,301,732
39,1,1,598,726
40,0,1,482,890
41,0,1,467,888
42,0,1,531,337
43,0,1,247,477
44,0,0,461,748
45,1,0,421,86
46,1,0,483,503
47,0,1,421,175
48,0,1,408,306
49,0,1,352,640
50,0,0,409,749
51,0,0,450,640
52,1,1,522,851
53,0,0,413,325
54,1,0,375,596
55,1,1,382,482
56,1,0,641,480
57,0,0,329,410
58,0,0,287,527
59,1,0,454,277
60,1,0,316,371
61,1,0,498,43
62,1,0,636,382
63,0,0,333,364
64,0,0,429,51
65,0,1,262,1038
66,1,0,666,1181
67,1,0,599,1191
68,0,0,544,1974
69,1,0,608,1125
70,0,1,835,639
71,0,0,527,743
72,1,0,300,1266
73,0,1,317,418
74,0,1,272,266
75,1,1,579,502
76,0,1,302,406
77,0,1,368,368
78,0,1,628,1146
79,0,0,547,652
80,0,0,1005,947
81,0,0,1176,435
82,0,1,1222,894
83,0,1,382,241
84,1,0,311,521
85,1,0,1038,671
86,0,0,372,322
87,0,1,587,364
88,1,1,962,514
89,1,0,405,451
90,0,0,584,338
91,0,0,455,221
92,0,0,344,225
93,0,1,294,542
94,1,0,386,38
95,0,0,355,215
96,0,0,253,287
97,0,0,422,466
98,0,1,322,624
99,1,1,1375,747
100,1,1,443,1088
101,1,0,633,479
102,0,0,472,675
103,0,0,530,493
104,1,0,483,474
105,0,0,604,409
106,1,1,475,562
107,0,0,127,363
108,0,0,502,306
109,0,1,278,365
110,0,1,344,657
111,1,0,543,428
112,1,0,266,692
113,1,0,480,697
114,0,0,638,1025
115,0,0,640,280
116,1,0,436,908
117,1,0,454,557
118,0,0,263,379
119,1,0,343,781
120,0,1,257,275
121,1,1,443,368
122,0,0,282,420
123,1,0,537,343
124,0,1,315,257
