0,0,0,0,0,0,0,0
1.0717e-09,0.5886,0.5886,0,0.17658,0.41202,0,0.5886
4.409e-10,0.24215,0.24215,0,0.072645,0.1695,0,0.24215
0.5886,0.24215,0.68822,0,0.20647,0.48175,0.5886,0.24215
0.5886,0.68822,0.87173,0,0.26152,0.61021,0.5886,0.68822
0.5886,0.87173,0.94723,0,0.28417,0.66306,0.5886,0.87173
0.5886,0.94723,0.97829,0,0.29349,0.6848,0.5886,0.94723
0.5886,0.97829,0.99107,0,0.29732,0.69375,0.5886,0.97829
0.5886,0.40247,0.40773,0,0.12232,0.28541,0.5886,0.40247
0.5886,0.75418,0.75634,0,0.2269,0.52944,0.5886,0.75418
0.5886,0.31027,0,0,0.093347,0.21781,0.5886,0.31027
0.5886,0.71624,0.31116,0,0.50537,0.39439,0.5886,0.71624
0.5886,0.88326,0.71661,0,0.627,0.67821,0.5886,0.88326
0.5886,0.95197,0.5886,0,0.67704,0.79497,0.5886,0.95197
0.5886,0.39164,0.88341,0,0.43453,0.69103,0.5886,0.39164
0.5886,0.74972,0.95204,0,0.45512,0.73907,0.5886,0.74972
0.5886,0.89704,0.24215,0,0.46359,0.75883,0.5886,0.89704
0.5886,0.36904,0.09962,0,0.36381,0.71607,0.5886,0.36904
0.5886,0.15182,0.040984,0,0.32277,0.69848,0.5886,0.15182
0.5886,0.06246,0.016861,0,0.30588,0.69125,0.5886,0.06246
0.24215,0.06246,0.0069365,0,0.29894,0.68827,0.24215,0.06246
0.68822,0.06246,0.0069365,0.5886,0.7061,0.86277,0.68822,0.06246
0.28313,0.06246,0.0069365,0.24215,0.46359,0.75883,0.28313,0.06246
0.28313,0.025696,0.98027,0,0.36381,0.71607,0.28313,0.025696
0.28313,0.010571,0.0069365,0.09962,0.36381,0.71607,0.28313,0.010571
0.11648,0.010571,0.98027,0,0.36381,0.71607,0.11648,0.010571
0.11648,0.59295,0.98027,0.5886,0.36381,0.71607,0.11648,0.59295
0.11648,0.83254,0.0028537,0.09962,0.36381,0.71607,0.11648,0.83254
0.04792,0.83254,0.001174,0.09962,0.36381,0.71607,0.04792,0.83254
0.60832,0.83254,0.58908,0.09962,0.70644,0.86291,0.60832,0.83254
0.60832,0.34251,0.24235,0.09962,0.46372,0.75889,0.60832,0.34251
0.83886,0.34251,0.6883,0.09962,0.77589,0.89268,0.83886,0.34251
0.34511,0.34251,0.98027,0.83075,0.4923,0.77114,0.34511,0.34251
0.34511,0.72951,0.28317,0.09962,0.49578,0.77927,0.34511,0.72951
0.14198,0.72951,0.99188,0.83075,0.37911,0.72927,0.14198,0.72951
0.64701,0.72951,0.11649,0.09962,0.38054,0.73261,0.64701,0.72951
0.85478,0.72951,0.63653,0.09962,0.74457,0.88862,0.85478,0.72951
0.94026,0.72951,0.99666,0.83075,0.89433,0.9528,0.94026,0.72951
0.97542,0.72951,0.99863,0.83075,0.89491,0.95418,0.97542,0.72951
0.98989,0.72951,0.99943,0.83075,0.89516,0.95474,0.98989,0.72951
0.99584,0.72951,0.85047,0.09962,0.89526,0.95498,0.99584,0.72951
0.40969,0.72951,0.99977,0.83075,0.54485,0.8048,0.40969,0.72951
0.40969,0.88872,0.34988,0.09962,0.54489,0.8049,0.40969,0.88872
0.40969,0.36562,0.14394,0.09962,0.40073,0.74312,0.40969,0.36562
0.40969,0.15042,0.14394,0.040984,0.40073,0.74312,0.40969,0.15042
0.16855,0.15042,0.059217,0.040984,0.34142,0.7177,0.16855,0.15042
0.16855,0.061881,0.059217,0.016861,0.34142,0.7177,0.16855,0.061881
0.65794,0.061881,0.61296,0.016861,0.72905,0.88382,0.65794,0.061881
0.27068,0.061881,0.9999,0.83075,0.47649,0.77558,0.27068,0.061881
0.27068,0.61406,0.25217,0.016861,0.47651,0.77562,0.27068,0.61406
0.69996,0.61406,0.25217,0.59554,0.71686,0.87863,0.69996,0.61406
0.87656,0.61406,0.25217,0.8336,0.88351,0.95005,0.87656,0.61406
0.94922,0.61406,0.25217,0.93154,0.95207,0.97944,0.94922,0.61406
0.39051,0.61406,0.99996,0.83075,0.56825,0.81494,0.39051,0.61406
0.16065,0.61406,0.41138,0.83075,0.51749,0.6965,0.16065,0.61406
0.066093,0.61406,0.25217,0.38324,0.39168,0.40294,0.066093,0.61406
0.066093,0.84122,0.41138,0.34177,0.60806,0.49567,0.066093,0.84122
0.066093,0.93468,0.75784,0.34177,0.71199,0.73819,0.066093,0.93468
0.066093,0.38453,0.31178,0.34177,0.58717,0.44694,0.066093,0.38453
0.066093,0.15819,0.69234,0.38324,0.57817,0.42595,0.066093,0.15819
0.61579,0.15819,0.31178,0.1406,0.61592,0.44212,0.61579,0.15819
0.25334,0.15819,0.69234,0.74626,0.61592,0.44212,0.25334,0.15819
0.10422,0.15819,0.31178,0.057844,0.57817,0.42595,0.10422,0.15819
0.10422,0.65368,0.69234,0.30701,0.66836,0.63638,0.10422,0.65368
0.10422,0.26892,0.69234,0.1263,0.66836,0.63638,0.10422,0.26892
0.10422,0.69924,0.31178,0.6124,0.79512,0.69071,0.10422,0.69924
0.10422,0.28767,0.87343,0.1263,0.70493,0.48027,0.10422,0.28767
0.10422,0.70695,0.31178,0.25194,0.75708,0.50262,0.10422,0.70695
0.10422,0.87944,0.94793,0.1263,0.87861,0.78618,0.10422,0.87944
0.10422,0.3618,0.71687,0.25194,0.48804,0.6188,0.10422,0.3618
0.10422,0.14884,0.29492,0.25194,0.36146,0.32344,0.10422,0.14884
0.63148,0.14884,0.38998,0.1263,0.48066,0.60157,0.63148,0.14884
0.84839,0.14884,0.38998,0.64056,0.65607,0.67674,0.84839,0.14884
0.93763,0.14884,0.38998,0.85213,0.80416,0.74021,0.93763,0.14884
0.97434,0.14884,0.38998,0.93917,0.86509,0.76632,0.97434,0.14884
0.98944,0.14884,0.29492,0.69225,0.89016,0.77707,0.98944,0.14884
0.40706,0.14884,0.29492,0.28479,0.77096,0.49893,0.40706,0.14884
0.40706,0.061234,0.29492,0.11716,0.77096,0.49893,0.40706,0.061234
0.40706,0.61379,0.38998,0.97497,0.89546,0.78944,0.40706,0.61379
0.40706,0.25251,0.16044,0.97497,0.89546,0.78944,0.40706,0.25251
0.40706,0.69248,0.70993,0.11716,0.90577,0.79386,0.40706,0.69248
0.40706,0.87349,0.88067,0.11716,0.95699,0.91338,0.40706,0.87349
0.40706,0.94795,0.95091,0.11716,0.97806,0.96255,0.40706,0.94795
