1,-1,0,976,1135
2,0,1,786,1061
3,0,0,797,1030
4,0,0,1069,1232
5,0,1,749,1064
6,1,0,752,1460
7,0,0,1032,1398
8,0,0,752,1678
9,0,1,976,1447
10,0,1,743,1202
11,0,0,729,1450
12,0,1,523,1262
13,1,1,755,1133
14,0,1,882,1176
15,1,1,920,971
16,1,1,673,1493
17,1,0,784,1220
18,0,0,1269,1426
19,1,0,1513,946
20,1,0,623,828
21,0,1,1079,1338
22,1,1,677,825
23,1,0,852,707
24,0,0,715,965
25,0,0,1151,1128
26,1,0,862,682
27,1,1,590,658
28,0,1,778,1150
29,1,0,648,1310
30,0,0,654,848
31,1,0,766,1610
32,0,0,771,1185
33,0,0,605,973
34,1,1,809,1502
35,1,1,686,1329
36,1,0,874,911
37,1,1,674,1986
38,1,0,611,1204
39,1,1,1173,763
40,0,1,619,1136
41,0,0,804,1247
42,0,1,1044,1121
43,0,0,712,1891
44,1,0,1128,1478
45,1,1,1479,1179
46,0,1,937,1252
47,0,1,644,1405
48,0,0,842,1437
49,1,0,887,1326
50,1,0,821,1427
51,1,1,889,1090
52,0,1,645,1259
53,0,0,1316,876
54,1,0,742,896
55,0,1,977,812
56,1,0,876,1306
57,0,0,666,1830
58,1,0,861,1059
59,1,1,1006,1187
60,1,0,1143,1099
61,1,0,927,808
62,0,1,820,1167
63,0,0,724,1536
64,0,0,705,893
65,1,0,580,1194
66,0,1,976,1144
67,1,1,734,1171
68,1,1,759,1200
69,0,1,600,1501
70,0,0,1070,1402
71,0,1,900,1465
72,0,0,764,1262
73,1,0,910,1499
74,1,0,628,1456
75,1,1,708,1341
76,1,0,1036,783
77,1,1,976,1629
78,1,1,676,1024
79,0,1,1462,1167
80,1,1,866,1182
81,1,0,673,1128
82,0,0,811,1002
83,1,1,743,1053
84,1,1,863,1316
85,1,0,717,904
86,0,1,904,846
87,0,1,773,1563
88,0,1,1066,1228
89,1,1,752,894
90,1,0,773,1161
91,0,0,621,942
92,1,1,617,1401
93,1,1,819,1661
94,0,1,855,1715
95,0,1,715,833
96,0,0,1004,1460
97,0,1,1442,1084
98,1,1,575,998
99,0,1,901,1304
100,0,1,949,1678
101,1,1,715,1230
102,1,0,976,1231
103,0,1,1005,1013
104,0,0,1155,849
105,0,0,609,1150
106,1,0,689,1299
107,1,0,984,1136
108,1,0,711,983
109,0,1,511,1102
110,1,0,1087,794
111,1,0,809,702
112,1,1,803,717
113,0,1,556,903
114,1,1,1423,1057
115,0,0,702,1716
116,0,0,1291,889
117,1,0,756,909
118,0,1,701,794
119,0,0,634,1104
120,1,1,827,872
121,1,0,524,909
